seed,subset_id,selected_local,exact,pure_geometry,adequacy_only
3,1,0;1;3,0.4175137827718815,0.06587570621468929,0.1255940632416282
3,2,0;1;4,0.4685999310084993,0.07176470588235295,0.13442680359207732
3,3,0;1;5,0.5268033896618088,0.06451977401129944,0.13411554171839435
3,4,0;1;6,0.49191505242863653,0.07333333333333335,0.11382775677881196
3,5,0;1;7,0.5533043943431565,0.06313953488372094,0.13079782467447784
3,6,0;1;8,0.41239502684270724,0.06027272727272728,0.13451848620619922
3,7,0;1;9,0.5378576522567016,0.07213793103448277,0.12889642115874822
3,8,0;2;3,0.9261760497617779,0.06787878787878789,0.12398617968844294
3,9,0;2;4,0.46423271757440393,0.06186046511627907,0.1313389653625256
3,10,0;2;5,0.9718882820688808,0.06713178294573646,0.1312120469838894
3,11,0;2;6,0.892669935239307,0.07166666666666667,0.11195617593147889
3,12,0;2;7,0.6999507540376504,0.06766666666666668,0.12865736030679095
3,13,0;2;8,0.4277860144910281,0.05854545454545455,0.13155778630247877
3,14,0;2;9,0.7254928398182567,0.07200000000000001,0.1274582461332002
3,15,0;3;4,0.49020902530755417,0.06266666666666668,0.12599569782123674
